Cod_setor;Cod_Grandes Regiões;Nome_Grande_Regiao;Cod_UF;Nome_da_UF ;Cod_meso;Nome_da_meso;Cod_micro;Nome_da_micro;Cod_RM;Nome_da_RM;Cod_municipio;Nome_do_municipio;Cod_distrito;Nome_do_distrito;Cod_subdistrito;Nome_do_subdistrito;Cod_bairro;Nome_do_bairro;Situacao_setor;Tipo_setor;V001;V002;V003;V004;V005;V006;V007;V008;V009;V010;V011;V012
510250405000032;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504019;"Santos Dumont";1;0;272;976;3,59;3,37;410,68;196786,91;653,25;154311,72;301,9;145698,32;605,29;108386,98
510250405000033;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504020;"Jardim Guanabara";1;0;181;627;3,46;2,29;974,59;1346675,01;1062,65;1374950,56;569,38;752858,38;904,31;893273,1
510250405000034;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504021;"Nova Era";1;0;497;1814;3,65;3,59;486,49;231841,04;597;218497,57;303,02;178802,89;557,99;186989,01
510250405000035;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504022;"Vitória Régia";1;0;295;979;3,32;2,13;848,47;675784,85;1042,91;627666,44;514,4;477655,31;903,74;487341,66
510250405000036;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504022;"Vitória Régia";1;0;139;480;3,45;1,89;912,67;720377,35;1039,84;688252,08;489,89;468025,28;813,13;514194,11
510250405000037;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504023;"Jardim do Trevo";1;0;219;691;3,16;2,99;1185,7;1391705,73;1236,51;1388500,72;675,73;958839,93;1005,7;1095558,23
510250405000038;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504024;"Jardim Marajoara";1;0;219;802;3,66;3,83;841,97;937605,86;960,37;955842,19;447,16;562835,42;782,52;722946,25
510250405000039;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504024;"Jardim Marajoara";1;0;267;950;3,56;2,85;648,27;894692,3;935,62;1023110,18;532,13;560990,84;859,18;624915,74
510250405000040;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504025;"Cidade Nova";1;0;132;480;3,64;2,66;958,67;1197793,31;1063,39;1217442,26;522,08;639822,31;875,19;764045,64
510250405000041;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504025;"Cidade Nova";1;0;160;564;3,53;2,72;955,46;768040,45;1005,74;757820,4;531,8;493670,36;797,7;528509,54
510250405000042;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504026;"Junco";1;0;107;401;3,75;3,36;876,87;1001290,08;1144,21;1000663,52;514,1;689161,5;960,25;859792,43
510250405000043;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504026;"Junco";1;0;177;641;3,62;2,8;1042,38;3687788,02;1153,13;3953564,18;548,35;1578686,33;936,41;2334855,21
510250405000044;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504027;"Santo Antônio";1;0;327;1200;3,67;3,34;794,68;2387908,84;941,53;2691997,85;427,98;1042166,84;795,42;1645832,92
510250405000045;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504028;"Vila Real";1;0;148;522;3,53;3,48;677,8;433536,08;777,64;419649,97;368,65;271744,9;653,85;295598,9
510250405000046;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504028;"Vila Real";1;0;208;733;3,52;2,79;1096,04;1594502,3;1245,77;1625970,69;660,38;1059905,32;1068,84;1279500,62
510250405000047;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504029;"Garcez";1;0;213;781;3,67;4,49;656,77;917590,09;752,11;979415,92;363,68;426820,72;554,23;545138,09
510250405000048;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504030;"Jardim Imperial";1;0;158;619;3,92;4,43;635,34;2415322,26;829,62;2997526,55;334,3;930021,22;652,23;1609901,52
510250405000049;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504030;"Jardim Imperial";1;0;174;661;3,8;3,34;862,74;889366,07;915,34;895480,69;479;558228,67;800,83;675927,35
510250405000050;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504031;"Jardim Paraíso";1;0;156;569;3,65;3,37;1106,62;1106262,99;1174,37;1094345,69;603,19;787842,38;1023,08;907107,04
510250405000051;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504032;"Rodeio";1;0;190;705;3,71;3,38;546,97;341215,05;711,81;326612,64;383,91;362848,78;694,63;440948,97
510250405000052;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504032;"Rodeio";1;0;181;678;3,75;4,74;867,46;1391397,33;951,58;1446610,43;488,66;713345,24;799,63;919255,38
510250405000053;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504033;"São Lourenço";1;0;194;816;4,21;5,26;615,41;239204,11;706,44;210104,93;357,44;185355,22;607,47;163067,49
510250405000054;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504034;"Santa Cruz";1;0;266;966;3,63;3,39;963,24;1054630,49;1118,87;1050879,57;593,92;669796,56;941,92;734593,93
510250405000055;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504034;"Santa Cruz";1;0;160;516;3,23;1,96;2195,93;5278714,32;2326,81;5288867,44;1186,33;3802635,08;1803,87;4671099,49
510250405000056;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504035;"Jardim São Luiz da Ponte";1;0;310;997;3,22;2,55;1426,19;2826308,48;1551,29;2880346,07;841,44;2188858,85;1236,58;2729032,15
510250405000057;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504035;"Jardim São Luiz da Ponte";1;0;189;746;3,95;3,73;623,33;979706,42;1061,34;1205298,01;424,14;487394,46;869,01;612419,63
510250405000058;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504036;"São Miguel";1;0;178;639;3,59;3,5;1018,99;2902878,12;1795,85;3729023,09;665,25;2043739,1;1560,47;3402590,16
510250405000059;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;2;60;200;3,33;1,24;2948,17;3180845,73;2998,14;3083291,29;1212,01;3103623,77;2439,37;3254475,24
510250405000060;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;145;470;3,24;3,13;3371,89;29393177,95;3443,13;29771546,76;1894,14;18830070,18;2667,53;24474972,75
510250405000061;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;138;454;3,29;2,41;1890,19;6858613,5;2229,45;7337364,13;1199,42;3726746,6;1765,94;4489363,14
510250405000062;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;220;689;3,13;2,11;2764,51;12118894,06;2842,02;12238952,7;1451,55;7041061,98;2279,36;9175317,76
510250405000063;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;141;476;3,38;2,32;1812,15;15607522,6;2202,7;18132719,4;1158,05;7403476,25;1876,51;10661744,62
510250405000064;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;144;451;3,13;2,12;1853,18;7276352,12;1976,73;7519024,5;1109,04;3893192,95;1646,49;4898844,81
510250405000065;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;172;525;3,05;2,42;1903,71;4445529,05;2059,36;4488734,23;1164,3;3777075,74;1793,97;4693285,15
510250405000066;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;226;741;3,28;3,21;1825,21;4973413,13;1983,16;5091127,79;1043,79;2773821,99;1559,98;3341562,33
510250405000067;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;106;310;2,92;2,47;2720,33;17327584,24;2942,4;18096515,4;1425,38;8531989,37;2170,83;11392299,63
510250405000068;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;67;205;3,06;2,78;3033,88;10300936,23;3033,88;10300936,23;1739,41;7440361,69;2658,62;8940648,07
510250405000069;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504037;"Centro";1;0;150;454;3,03;2,43;3080,97;20852849,23;3254,54;21467074,08;1767,97;10604822,27;2476,41;13108758,41
510250405000070;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504038;"Cavalhada I";1;0;143;434;3,03;3,2;3136,75;29833010,16;3298,2;30843467,51;1834,72;16326580,54;2533,01;20788301,27
510250405000071;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504038;"Cavalhada I";1;0;272;779;2,86;3,4;1921,69;7512990,49;2205,49;7998649,45;1141,48;4873074,53;1819,24;6537180,68
510250405000072;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504038;"Cavalhada I";1;0;350;1072;3,06;2,19;2153,84;10155245,66;2312,4;10537377,99;1230,18;5663598,39;1833,59;7337870,32
510250405000073;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504039;"Santa Rosa";1;0;170;605;3,56;3,17;1470,48;4963482,32;1735,98;5401803,38;913,16;2974645,57;1452,76;3951658,77
510250405000074;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504040;"Vila Irene";1;0;198;721;3,64;3,1;865,18;1071841,36;901,61;1084192,02;478,1;610601,76;778,69;760839,66
510250405000075;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504041;"Massa Barro";1;0;367;1385;3,77;3,48;717,42;381037,04;797,85;359516,62;425,71;292474,91;721,32;282323,28
510250405000076;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504042;"Cohab Nova";1;0;184;588;3,2;1,92;1605,69;2423888,26;1758,61;2385574,53;945,24;1907998,29;1463,42;2196510,49
510250405000077;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504042;"Cohab Nova";1;0;183;657;3,59;2,68;1509,77;3163651,01;1597,04;3207400,23;808,89;1628770,27;1218,82;1955452,2
510250405000078;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504042;"Cohab Nova";1;0;114;380;3,33;2,61;1023,82;519631,54;1080,7;486725,78;585,63;476964,15;895,34;451791,25
510250405000079;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504043;"Olhos D'agua";2;0;256;954;3,73;3,45;684,19;758465,83;818,47;797602,88;410,88;511831;701,35;670299,42
510250405000080;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;132;412;3,12;3,08;535,24;222623,31;614,37;206784,83;376,71;208751,41;601,1;198168,51
510250405000081;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;1;1;1;0;800;0;800;0;800;0;800;0
510250405000082;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;116;347;2,99;3,33;508,19;132328;655;73744,38;289,96;123356,54;619,17;59087,95
510250405000083;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;157;528;3,36;3,09;386,4;129021,23;518,5;104424,86;308,67;151714,37;560,32;134320,24
510250405000084;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;133;435;3,27;2,93;581,15;469527,7;772,93;476307,42;399,32;1542370,93;932,63;3115488
510250405000085;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;55;133;2,42;1,99;736,18;88187,15;778,65;59655,17;481,49;141209,33;694,81;54456,16
510250405000086;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;177;604;3,41;4,39;734,55;622573,45;807,55;625512,62;377,01;362559,95;726,14;445116,89
510250405000087;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;61;193;3,16;3,41;885,41;1022848,58;1149,15;1024486,22;454,74;625231,55;1043,24;823332,66
510250405000088;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;192;691;3,6;3,72;606,1;2210002,89;855,67;2911613,5;268,32;833165,04;690,31;1856851,43
510250405000089;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;99;388;3,92;5,14;659,8;501420,88;848,31;484546,45;327,51;270350,84;716,29;313103,99
510250405000090;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;161;540;3,35;3,56;691,09;674967,67;812,15;695032,22;355,94;381785,34;692,19;510247,5
510250405000091;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;178;638;3,58;3,77;674,14;655732,97;764,31;674643,64;398,02;708418,74;684,44;1023222,5
510250405000092;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;70;202;2,89;1,73;669,04;227390,8;731,77;202420,15;366,46;205303,59;659,63;175834,08
510250405000093;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;78;238;3,05;2,39;742,41;659882,22;919,17;654433,24;339,55;378049,96;824,62;519810,99
510250405000094;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;91;334;3,67;3,4;743,37;387068,9;786,59;375441,63;378,71;261886,16;650,6;273087,6
510250405000095;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;8;205;715;3,49;3,38;325,44;115329,26;414,38;109959,66;230,95;105166,97;430,72;110105,62
510250405000096;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;8;77;284;3,69;3,14;315,35;225821,31;564,7;264470,83;159,56;113313,43;539,11;179243,27
510250405000097;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;8;63;229;3,63;2,98;618,27;437840,52;683,35;439484,66;331,84;244317,11;597,96;281490,3
510250405000098;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504000;"CÁCERES (demais setores)";8;0;19;42;2,21;,51;1103,16;2180200,58;1497,14;2383514,29;860,89;1254628,26;1211,63;1344127,09
510250405000099;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504001;"Lavapés";1;0;184;659;3,58;2,7;1121,59;1089000,2;1213,96;1066420,7;658,12;1110351,91;1050,58;1360947,73
510250405000100;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504003;"Jardim Celeste";1;0;160;561;3,51;2,24;912,56;670379,61;1131,86;582583,29;590,61;503106,63;925,83;478219,63
510250405000101;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504004;"Santa Izabel";1;0;211;705;3,34;2,8;1253,84;1263564,49;1342,94;1233545,12;692,52;1080622,28;1095,27;1268459,42
510250405000102;5;"Região Centro-Oeste";51;"Mato Grosso";5104;"Centro-Sul Mato-Grossense";51018;"Alto Pantanal";00;"Municípios não pertencentes a estrutura de RM";5102504;"CÁCERES";510250405;"CÁCERES";51025040500;"CÁCERES";5102504006;"Vila Mariana";1;0;165;579;3,51;2,42;1352,25;5027702,36;1593,72;5544356,13;679,62;2146268,7;1212,91;3187364,55
