BLS_YEAR;NUM_PART;SIGLA_PARTIDO;NOME_PARTIDO;IDEOLOGY;IDEO_IMPUTED;CRITERIA;ANO_ELEICAO
2009;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.394237851;AVERAGE PTB + PL/PR;2010
2009;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.129376533;0.129376533;MP;2010
2009;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.921953359;-0.921953359;MP;2010
2009;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.696227569;-0.696227569;MP;2010
2009;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.3442018005;AVERAGE PTB + PL/PR;2010
2013;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;11;PP;PARTIDO PROGRESSISTA;0.635678345;0.635678345;MP;2012
2013;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.303215945;-0.303215945;MP;2012
2013;13;PT;PARTIDO DOS TRABALHADORES;-0.497980489;-0.497980489;MP;2012
2013;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.352184894;0.352184894;MP;2012
2013;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.20852359;0.20852359;MP;2012
2013;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.92829536;HL;2012
2013;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.92829536;HL;2012
2013;22;PR;PARTIDO DA REPÚBLICA;0.436290808;0.436290808;MP;2012
2013;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.185000107;-0.185000107;MP;2012
2013;25;DEM;DEMOCRATAS;0.817671051;0.817671051;MP;2012
2013;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.92829536;HL;2012
2013;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.3489592205;AVERAGE PDT + PSB;2012
2013;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.394702496;-0.394702496;MP;2012
2013;43;PV;PARTIDO VERDE;-0.197542071;-0.197542071;MP;2012
2013;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.249590871;0.249590871;MP;2012
2013;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.92829536;-0.92829536;MP;2012
2013;51;PEN;PARTIDO ECOLÓGICO NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;54;PPL;PARTIDO PÁTRIA LIVRE;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;0.39868607;0.39868607;MP;2012
2013;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.706475721;-0.706475721;MP;2012
2013;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.394237851;AVERAGE PTB + PL/PR;2012
2013;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;11;PP;PARTIDO PROGRESSISTA;0.635678345;0.635678345;MP;2014
2013;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.303215945;-0.303215945;MP;2014
2013;13;PT;PARTIDO DOS TRABALHADORES;-0.497980489;-0.497980489;MP;2014
2013;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.352184894;0.352184894;MP;2014
2013;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.20852359;0.20852359;MP;2014
2013;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.92829536;HL;2014
2013;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;19;PTN;PARTIDO TRABALHISTA NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;20;PSC;PARTIDO SOCIAL CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.92829536;HL;2014
2013;22;PR;PARTIDO DA REPÚBLICA;0.436290808;0.436290808;MP;2014
2013;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.185000107;-0.185000107;MP;2014
2013;25;DEM;DEMOCRATAS;0.817671051;0.817671051;MP;2014
2013;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.92829536;HL;2014
2013;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.3489592205;AVERAGE PDT + PSB;2014
2013;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.394702496;-0.394702496;MP;2014
2013;43;PV;PARTIDO VERDE;-0.197542071;-0.197542071;MP;2014
2013;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.249590871;0.249590871;MP;2014
2013;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.92829536;-0.92829536;MP;2014
2013;51;PEN;PARTIDO ECOLÓGICO NACIONAL;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;54;PPL;PARTIDO PÁTRIA LIVRE;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;0.39868607;0.39868607;MP;2014
2013;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.706475721;-0.706475721;MP;2014
2013;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.394237851;AVERAGE PTB + PL/PR;2014
2013;77;SD;SOLIDARIEDADE;NA;0.191148299;MP (2017);2014
2013;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;NA;0.053336071;MP (2017);2014
2017;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;0.453008004;0.453008004;MP;2016
2017;11;PP;PARTIDO PROGRESSISTA;0.599924903;0.599924903;MP;2016
2017;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.360053922;-0.360053922;MP;2016
2017;13;PT;PARTIDO DOS TRABALHADORES;-0.618503589;-0.618503589;MP;2016
2017;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.230388573;0.230388573;MP;2016
2017;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.41641139;0.41641139;MP;2016
2017;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.842944354;HL;2016
2017;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;18;REDE;REDE SUSTENTABILIDADE;-0.507278832;-0.507278832;MP;2016
2017;19;PTN;PARTIDO TRABALHISTA NACIONAL;0.29851604;0.29851604;MP;2016
2017;20;PSC;PARTIDO SOCIAL CRISTÃO;0.565537659;0.565537659;MP;2016
2017;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.842944354;HL;2016
2017;22;PR;PARTIDO DA REPÚBLICA;0.462572066;0.462572066;MP;2016
2017;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.088556251;-0.088556251;MP;2016
2017;25;DEM;DEMOCRATAS;0.760155427;0.760155427;MP;2016
2017;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.842944354;HL;2016
2017;30;NOVO;PARTIDO NOVO;NA;0.760155427;HR;2016
2017;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.489099038;AVERAGE PDT + PSB;2016
2017;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;35;PMB;PARTIDO DA MULHER BRASILEIRA;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.129045116;-0.129045116;MP;2016
2017;43;PV;PARTIDO VERDE;-0.031141703;-0.031141703;MP;2016
2017;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.504912877;0.504912877;MP;2016
2017;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.842944354;-0.842944354;MP;2016
2017;51;PEN;PARTIDO ECOLÓGICO NACIONAL;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;54;PPL;PARTIDO PÁTRIA LIVRE;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;0.424576552;0.424576552;MP;2016
2017;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.686314756;-0.686314756;MP;2016
2017;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.3464803195;AVERAGE PTB + PL/PR;2016
2017;77;SD;SOLIDARIEDADE;0.191148299;0.191148299;MP;2016
2017;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;0.053336071;0.053336071;MP;2016
2018;10;PRB;PARTIDO REPUBLICANO BRASILEIRO;0.453008004;0.453008004;MP;2018
2018;11;PP;PARTIDO PROGRESSISTA;0.599924903;0.599924903;MP;2018
2018;12;PDT;PARTIDO DEMOCRÁTICO TRABALHISTA;-0.360053922;-0.360053922;MP;2018
2018;13;PT;PARTIDO DOS TRABALHADORES;-0.618503589;-0.618503589;MP;2018
2018;14;PTB;PARTIDO TRABALHISTA BRASILEIRO;0.230388573;0.230388573;MP;2018
2018;15;PMDB;PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO;0.41641139;0.41641139;MP;2018
2018;16;PSTU;PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO;NA;-0.842944354;HL;2018
2018;17;PSL;PARTIDO SOCIAL LIBERAL;NA;0.760155427;HR;2018
2018;18;REDE;REDE SUSTENTABILIDADE;-0.507278832;-0.507278832;MP;2018
2018;19;PTN;PARTIDO TRABALHISTA NACIONAL;0.29851604;0.29851604;MP;2018
2018;20;PSC;PARTIDO SOCIAL CRISTÃO;0.565537659;0.565537659;MP;2018
2018;21;PCB;PARTIDO COMUNISTA BRASILEIRO;NA;-0.842944354;HL;2018
2018;22;PR;PARTIDO DA REPÚBLICA;0.462572066;0.462572066;MP;2018
2018;23;PPS;PARTIDO POPULAR SOCIALISTA;-0.088556251;-0.088556251;MP;2018
2018;25;DEM;DEMOCRATAS;0.760155427;0.760155427;MP;2018
2018;27;PSDC;PARTIDO SOCIAL DEMOCRATA CRISTÃO;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;28;PRTB;PARTIDO RENOVADOR TRABALHISTA BRASILEIRO;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;29;PCO;PARTIDO DA CAUSA OPERÁRIA;NA;-0.842944354;HL;2018
2018;30;NOVO;PARTIDO NOVO;NA;0.760155427;HR;2018
2018;31;PHS;PARTIDO HUMANISTA DA SOLIDARIEDADE;NA;-0.489099038;AVERAGE PDT + PSB;2018
2018;33;PMN;PARTIDO DA MOBILIZAÇÃO NACIONAL;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;35;PMB;PARTIDO DA MULHER BRASILEIRA;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;36;PTC;PARTIDO TRABALHISTA CRISTÃO;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;40;PSB;PARTIDO SOCIALISTA BRASILEIRO;-0.129045116;-0.129045116;MP;2018
2018;43;PV;PARTIDO VERDE;-0.031141703;-0.031141703;MP;2018
2018;44;PRP;PARTIDO REPUBLICANO PROGRESSISTA;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;45;PSDB;PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA;0.504912877;0.504912877;MP;2018
2018;50;PSOL;PARTIDO SOCIALISMO E LIBERDADE;-0.842944354;-0.842944354;MP;2018
2018;51;PEN;PARTIDO ECOLÓGICO NACIONAL;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;54;PPL;PARTIDO PÁTRIA LIVRE;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;55;PSD;PARTIDO SOCIAL DEMOCRÁTICO;0.424576552;0.424576552;MP;2018
2018;65;PC do B;PARTIDO COMUNISTA DO BRASIL;-0.686314756;-0.686314756;MP;2018
2018;70;PT do B;PARTIDO TRABALHISTA DO BRASIL;NA;0.3464803195;AVERAGE PTB + PL/PR;2018
2018;77;SD;SOLIDARIEDADE;0.191148299;0.191148299;MP;2018
2018;90;PROS;PARTIDO REPUBLICANO DA ORDEM SOCIAL;0.053336071;0.053336071;MP;2018
