Cargo,UF,Município,Partido,Nr.,Candidato,Votos Nominais,Situação,%/Válidos,Coligação
Prefeito,PB,PILOES,PMDB,15,MARINESIO DE SOUZA RAMALHO,"1,593",Eleito,40.731,(sem coligação)
Prefeito,PB,OURO VELHO,PMDB,15,EXPEDITO SEBASTIAO DO NASCIMENTO,"1,258",Eleito,59.762,(sem coligação)
Prefeito,PB,PITIMBU,PSDB,45,JOSE ROMULO CARNEIRO DE ALBUQUERQUE NETO,"2,285",Eleito,58.922,(sem coligação)
Prefeito,PB,PAULISTA,PMDB,15,ABINETE VIEIRA DE ALMEIDA,"3,528",Eleito,50.617,(sem coligação)
Prefeito,PB,SAO JOSE DOS RAMOS,PMDB,15,ANTONIO CAXIAS DE LIMA,"1,056",Eleito,58.246,(sem coligação)
Prefeito,PB,SOSSEGO,PFL,25,JOAQUIM PEREIRA DE MORAIS,663,Eleito,51.756,(sem coligação)
Prefeito,PB,SANTA LUZIA,PFL,25,UMBERTO MARINHO DE LIMA,"4,005",Eleito,50.006,(sem coligação)
Prefeito,PB,MATINHAS,PMDB,15,PEDRO SUDERIO DA SILVA,957,Eleito,54.78,(sem coligação)
Prefeito,PB,SOUSA,PDT,12,JOAO MARQUES ESTRELA E SILVA,"17,982",Eleito,62.351,(sem coligação)
Prefeito,PB,TAVARES,PFL,25,TEREZINHA NOBREGA DE MORAIS,"3,824",Eleito,53.527,(sem coligação)
Prefeito,PB,SANTO ANDRE,PMDB,15,LUCIO FLAVIO COSME DE MEDEIROS,702,Eleito,42.036,(sem coligação)
Prefeito,PB,UMBUZEIRO,PFL,25,CARLOS PESSOA NETO,"3,124",Eleito,52.851,(sem coligação)
Prefeito,PB,SAO JOAO DO CARIRI,PFL,25,JOSE CLOVES RAMOS DE FARIAS,"1,609",Eleito,54.395,(sem coligação)
Prefeito,PB,MATO GROSSO,PFL,25,IVALCENEY OLIVEIRA DE FREITAS,832,Eleito,65,(sem coligação)
Prefeito,PB,PEDRA BRANCA,PMDB,15,JOSE ANCHIETA NOIA,"1,610",Eleito,62.768,(sem coligação)
Prefeito,PB,PRINCESA ISABEL,PFL,25,FRANCISCO BEZERRA DE LIMA,"4,941",Eleito,53.941,(sem coligação)
Prefeito,PB,SAO MAMEDE,PFL,25,FRANCISCO DAS CHAGAS LOPES DE SOUSA,"3,174",Eleito,64.434,(sem coligação)
Prefeito,PB,SAO VICENTE DO SERIDO,PMDB,15,DAMIAO ZELO DE GOUVEIA NETO,"3,325",Eleito,73.222,(sem coligação)
Prefeito,PB,MATUREIA,PMDB,15,ARIANO DANTAS MONTEIRO,"1,261",Eleito,52.607,(sem coligação)
Prefeito,PB,SERRA DA RAIZ,PMDB,15,LUIS CARDOSO DA SILVA,"1,147",Eleito,51.924,(sem coligação)
Prefeito,PB,PUXINANA,PFL,25,ORLANDO DANTAS DE MIRANDA,"3,694",Eleito,55.674,(sem coligação)
Prefeito,PB,TEIXEIRA,PFL,25,INACIO DE OLIVEIRA AMORIM,"3,818",Eleito,58.344,(sem coligação)
Prefeito,PB,SAO BENTO,PMDB,15,MARCIO ROBERTO DA SILVA,"6,908",Eleito,55.804,(sem coligação)
Prefeito,PB,VARZEA,PFL,25,ORLANDO AUGUSTO DAMASCENA,"1,010",Eleito,60.263,(sem coligação)
Prefeito,PB,SAO JOAO DO RIO DO PEIXE,PFL,25,JOSE NILTON FERNANDES DANTAS,"5,294",Eleito,50.085,(sem coligação)
Prefeito,PB,MOGEIRO,PMDB,15,JOSE PAULO DA SILVA,"4,138",Eleito,74.318,(sem coligação)
Prefeito,PB,SAO JOSE DE PRINCESA,PFL,25,LUIS FERREIRA DE MORAIS,"1,116",Eleito,66.826,(sem coligação)
Prefeito,PB,SANTA TERESINHA,PSDB,45,JOSE AFONSO GAYOSO FILHO,"1,647",Eleito,56.734,(sem coligação)
Prefeito,PB,SAO BENTO DE POMBAL,PMDB,15,IVAN OLIMPIO DE ALMEIDA,936,Eleito,55.615,(sem coligação)
Prefeito,PB,SAO MIGUEL DE TAIPU,PSDB,45,JOAQUIM GILBERTO SOARES,"2,017",Eleito,66.943,(sem coligação)
Prefeito,PB,SAPE,PFL,25,JOAO CARNEIRO CARMELIO FILHO,"10,622",Eleito,50.886,(sem coligação)
Prefeito,PB,SERRA GRANDE,PMDB,15,VIDAL ANTONIO DA SILVA,"1,039",Eleito,58.967,(sem coligação)
Prefeito,PB,SUME,PFL,25,FRANCISCO DUARTE DA SILVA NETO,"5,832",Eleito,76.455,(sem coligação)
Prefeito,PB,SERRA REDONDA,PSDB,45,GILBERTO CAVALCANTE DE FARIAS,"2,979",Eleito,70.811,(sem coligação)
Prefeito,PB,VIEIROPOLIS,PL,22,FRANCISCA SANTA NOBREGA OLIVEIRA,"1,536",Eleito,54.779,(sem coligação)
Prefeito,PB,TENORIO,PMDB,15,JANUARIO CORDEIRO DE AZEVEDO,714,Eleito,60.818,(sem coligação)
Prefeito,PB,SAO DOMINGOS DE POMBAL,PMDB,15,JOSE EUDES HONORIO DE QUEIROGA,955,Eleito,51.316,(sem coligação)
Prefeito,PB,VISTA SERRANA,PPB,11,MARCIO MARQUES DANTAS,"1,210",Eleito,69.341,(sem coligação)
Prefeito,PB,SAO JOSE DA LAGOA TAPADA,PDT,12,FRANCISCO AMILTON DE SOUSA,"2,434",Eleito,50.921,(sem coligação)
Prefeito,PB,SAO JOSE DO BONFIM,PFL,25,ABESMARIO RAMOS DA SILVA,"1,066",Eleito,57.872,(sem coligação)
Prefeito,PB,SANTAREM,PMDB,15,LUIZ VITORIANO DOS SANTOS,703,Eleito,55.749,(sem coligação)
Prefeito,PB,SAO FRANCISCO,PL,22,JOAO BOSCO GADELHA DE OLIVEIRA,"1,045",Eleito,48.969,(sem coligação)
Prefeito,PB,SAO JOSE DO BREJO CRUZ,PMDB,15,SABINO SARAIVA NETO,659,Eleito,50.152,(sem coligação)
Prefeito,PB,SAO JOSE DO SABUGI,PMDB,15,MANOEL DOMICIANO DANTAS,"1,376",Eleito,50.495,(sem coligação)
Prefeito,PB,SAO SEB. DE LAGOA DE ROCA,PMDB,15,ANTONIO PEDRO DOS SANTOS,"3,200",Eleito,60.733,(sem coligação)
Prefeito,PB,TACIMA,PDT,12,JOSEMAR BELMONT,"3,106",Eleito,53.663,(sem coligação)
Prefeito,PB,SERRA BRANCA,PSDB,45,EDUARDO JOSE TORREAO MOTA,"3,464",Eleito,48.556,(sem coligação)
Prefeito,PB,TRIUNFO,PPB,11,JOAO PEREIRA JUNIOR,"2,242",Eleito,50.747,(sem coligação)
Prefeito,PB,SERRARIA,PMDB,15,JOSE WALTER DE SOUSA CARVALHO,"2,544",Eleito,55.851,(sem coligação)
Prefeito,PB,ZABELE,PFL,25,LUCIVALDO VAZ HENRIQUE,960,Eleito,100,(sem coligação)
Prefeito,PB,SAO JOSE DOS CORDEIROS,PMDB,15,AGOSTINHO JACARE PEREIRA,"1,245",Eleito,53.046,(sem coligação)
Prefeito,PB,SOLEDADE,PMDB,15,FERNANDO ARAUJO FILHO,"3,665",Eleito,52.924,(sem coligação)
Prefeito,PB,TAPEROA,PMDB,15,ADRIANO MONTEIRO DE FARIAS,"5,207",Eleito,73.431,(sem coligação)
Prefeito,PB,SANTANA DE MANGUEIRA,PFL,25,ESPEDITO ALDECI MANGUEIRA DINIZ,"1,952",Eleito,57.429,(sem coligação)
Prefeito,PB,UIRAUNA,PFL,25,GERALDO NOGUEIRA DE ALMEIDA,"4,372",Eleito,51.508,(sem coligação)
Prefeito,PB,SAO DOMINGOS DE CABACEIRAS,PMDB,15,JOSE FERREIRA DA SILVA,671,Eleito,51.418,(sem coligação)
Prefeito,PB,SANTANA DOS GARROTES,PSDB,45,JOSE ALENCAR LIMA,"2,295",Eleito,51.296,(sem coligação)
Prefeito,PB,SAO JOAO DO TIGRE,PMDB,15,JOAO BATISTA MEDEIROS,"1,801",Eleito,66.605,(sem coligação)
Prefeito,PB,SAO SEBASTIAO DO UMBUZEIRO,PMDB,15,MARIA DE FATIMA FERNANDES BATISTA,"1,080",Eleito,56.992,(sem coligação)
Prefeito,PB,SERTAOZINHO,PMDB,15,GERALDO VIEIRA DA SILVA,998,Eleito,54.745,(sem coligação)
Prefeito,PB,SAO JOSE DE CAIANA,PMDB,15,FRANCISCO MARCILIO FERNANDES LOPES,"1,664",Eleito,53.677,(sem coligação)
Prefeito,PB,SAO JOSE DE ESPINHARAS,PFL,25,JOSE DE SOUSA GOMES,"1,577",Eleito,51.218,(sem coligação)
Prefeito,PB,SOBRADO,PDT,12,MARIA LUIZA DO NASCIMENTO SILVA,"1,195",Eleito,56.13,(sem coligação)
Prefeito,PB,SAO JOSE DE PIRANHAS,PFL,25,JOAQUIM LACERDA NETO,"5,421",Eleito,59.657,(sem coligação)
Prefeito,PB,SOLANEA,PMDB,15,ARNALDO VIANA DE ARAUJO,"5,614",Eleito,46.983,(sem coligação)
Prefeito,PE,AFRANIO,PFL,25,CLAUDIO RODRIGUES GALINDO,"4,036",Eleito,52.45,(sem coligação)
Prefeito,PE,AGRESTINA,PSB,40,ANTONIO ALVES DOS SANTOS,"5,245",Eleito,50.1,(sem coligação)
Prefeito,PE,ALAGOINHA,PFL,25,LENILSON FLAVIO BEZERRA DE  ALMEIDA,"3,676",Eleito,52.793,(sem coligação)
Prefeito,PE,AGUA PRETA,PSB,40,EDUARDO PASSOS COUTINHO CORREA DE OLIVEIRA,"5,874",Eleito,49.557,(sem coligação)
Prefeito,PE,ALIANCA,PSB,40,CARLOS JOSE DE ALMEIDA FREITAS,"9,611",Eleito,54.315,(sem coligação)
Prefeito,PE,ANGELIM,PFL,25,MARCO ANTONIO LEAL CALADO,"2,082",Eleito,43.312,(sem coligação)
Prefeito,PE,AFOGADOS DA INGAZEIRA,PPS,23,MARIA GIZELDA SIMOES INACIO,"7,820",Eleito,53.372,(sem coligação)
Prefeito,PE,ALTINHO,PSB,40,JOSE FERREIRA DE OMENA,"5,979",Eleito,53.393,(sem coligação)
Prefeito,PE,ABREU E LIMA,PDT,12,JERONIMO GADELHA DE ALBUQUERQUE NETO,"17,369",Eleito,49.091,(sem coligação)
Prefeito,PE,AGUAS BELAS,PTB,14,CLODOALDO BEZERRA JONATAS,"6,941",Eleito,45.422,(sem coligação)
Prefeito,PE,AMARAJI,PPS,23,JANIO GOUVEIA DA SILVA,"3,425",Eleito,36.19,(sem coligação)
Prefeito,PE,BETANIA,PSDB,45,GENIVAL FERREIRA DE ARAUJO,"3,929",Eleito,70.818,(sem coligação)
Prefeito,PE,BELEM DE MARIA,PSB,40,ROLPH EBER CASALE,"2,877",Eleito,53.091,(sem coligação)
Prefeito,PE,BOM JARDIM,PFL,25,FABIANO JOSE DE OLIVEIRA RUFINO RIBEIRO,"7,680",Eleito,50.196,(sem coligação)
Prefeito,PE,BREJINHO,PFL,25,JOSE VANDERLEI DA SILVA,"2,620",Eleito,64.184,(sem coligação)
Prefeito,PE,CALUMBI,PFL,25,SEVERINO BERNARDO DE LIMA,"2,238",Eleito,55.644,(sem coligação)
Prefeito,PE,CABO,PSB,40,ELIAS GOMES DA SILVA,"27,047",Eleito,41.925,(sem coligação)
Prefeito,PE,CARPINA,PSB,40,JOAQUIM PINTO LAPA FILHO,"15,760",Eleito,60.899,(sem coligação)
Prefeito,PE,BARRA DE GUABIRABA,PSB,40,FRANCISCO JACOMO DE ARAUJO,"2,950",Eleito,52.557,(sem coligação)
Prefeito,PE,ARARIPINA,PSB,40,EMANOEL SANTIAGO ALENCAR,"13,930",Eleito,48.164,(sem coligação)
Prefeito,PE,BREJO DA MADRE DE DEUS,PFL,25,JOSE INACIO DA SILVA,"7,220",Eleito,51.715,(sem coligação)
Prefeito,PE,BELEM DE SAO FRANCISCO,PSB,40,MANOEL DE ARAUJO CARVALHO CARIBE,"5,174",Eleito,53.346,(sem coligação)
Prefeito,PE,CAMARAGIBE,PT,13,PAULO ROBERTO DE SANTANA,"20,423",Eleito,40.447,(sem coligação)
Prefeito,PE,CAPOEIRAS,PSB,40,ALUIZIO CABRAL DE MOURA,"4,299",Eleito,51.27,(sem coligação)
Prefeito,PE,CACHOEIRINHA,PDT,12,PAULO BATISTA DOS PRAZERES,"3,573",Eleito,39.94,(sem coligação)
Prefeito,PE,CAMOCIM DE SAO FELIX,PMDB,15,MANOEL ALVES DE OLIVEIRA FILHO,"4,609",Eleito,55.007,(sem coligação)
Prefeito,PE,CASINHAS,PSB,40,MARIA ROSINEIDE ARAUJO BARBOSA,"3,098",Eleito,52.624,(sem coligação)
Prefeito,PE,BUENOS AIRES,PSB,40,GISLAN DE ALMEIDA DE ALENCAR,"4,129",Eleito,62.174,(sem coligação)
Prefeito,PE,CHA GRANDE,PDT,12,DANIEL ALVES DE LIMA,"5,216",Eleito,53.116,(sem coligação)
Prefeito,PE,BONITO,PMDB,15,MARIA LUCIA HERACLIO DE SOUZA LIMA,"7,154",Eleito,46.238,(sem coligação)
Prefeito,PE,CARNAIBA,PFL,25,ANTONIO RODRIGUES SOBRINHO,"5,445",Eleito,54.581,(sem coligação)
Prefeito,PE,CAETES,PSB,40,LINDOLFO ALMEIDA DE MELO,"5,217",Eleito,63.344,(sem coligação)
Prefeito,PE,CAMUTANGA,PSB,40,LUIZ GONZAGA DA PAZ,"1,931",Eleito,39.105,(sem coligação)
Prefeito,PE,CATENDE,PSB,40,OTACILIO ALVES CORDEIRO,"7,856",Eleito,57.756,(sem coligação)
Prefeito,PE,BOM CONSELHO,PSB,40,GERVASIO CAVALCANTE DE MATOS,"9,753",Eleito,52.902,(sem coligação)
Prefeito,PE,ARCOVERDE,PDT,12,ROSA MARIA LINS DE ALBUQUERQUE DE BARROS CORREIA,"14,935",Eleito,52.367,(sem coligação)
Prefeito,PE,BARREIROS,PSB,40,JOAO MARCOLINO GOMES JUNIOR,"9,566",Eleito,56.214,(sem coligação)
Prefeito,PE,BUIQUE,PSB,40,BLESMAN MODESTO DE ALBUQUERQUE,"9,081",Eleito,50.786,(sem coligação)
Prefeito,PE,BELO JARDIM,PSB,40,CECILIO BARBOSA CINTRA GALVAO,"15,758",Eleito,50.788,(sem coligação)
Prefeito,PE,ARACOIABA,PSB,40,HILDEMAR ALVES GUIMARAES,"2,856",Eleito,48.276,(sem coligação)
Prefeito,PE,BODOCO,PPB,11,BRIVALDO PEREIRA ALVES,"7,721",Eleito,55.567,(sem coligação)
Prefeito,PE,BREJAO,PSB,40,SANDOVAL CADENGUE DE SANTANA,"3,937",Eleito,64.404,(sem coligação)
Prefeito,PE,CABROBO,PFL,25,EDGAR DE ALENCAR CALDAS CAVALCANTI,"7,418",Eleito,54.798,(sem coligação)
Prefeito,PE,CARNAUBEIRA DA PENHA,PSB,40,TADEU MARCELO NOVAIS TORRES,"2,337",Eleito,49.481,(sem coligação)
Prefeito,PE,CALCADO,PFL,25,ANTONIO FRANCISCO DA SILVA,"2,485",Eleito,54.567,(sem coligação)
Prefeito,PE,CARUARU,PSB,40,JOAO SOARES LYRA NETO,"46,383",Eleito,45.77,(sem coligação)
Prefeito,PE,CANHOTINHO,PFL,25,PLACIDO ROBERTO LEITE DOS SANTOS,"5,766",Eleito,50.543,(sem coligação)
Prefeito,PE,CEDRO,PFL,25,LUIZ JOAQUIM MATIAS,"2,703",Eleito,51.378,(sem coligação)
Prefeito,PE,FLORES,PV,43,GILMAR DE QUEIROZ,"5,815",Eleito,53.53,(sem coligação)
Prefeito,PE,ITAQUITINGA,PMDB,15,JOSE VIDAL DE MORAES,"6,113",Eleito,79.586,(sem coligação)
Prefeito,PE,GLORIA DO GOITA,PSB,40,FERNANDA DORNELAS CAMARA PAES,"6,560",Eleito,55.452,(sem coligação)
Prefeito,PE,GRAVATA,PSB,40,SILAS SALGADO DA SILVA,"9,230",Eleito,35.264,(sem coligação)
Prefeito,PE,GARANHUNS,PSB,40,SILVINO DE ANDRADE DUARTE,"16,075",Eleito,39.845,(sem coligação)
Prefeito,PE,IPOJUCA,PSDB,45,CARLOS JOSE DE SANTANA,"11,266",Eleito,48.342,(sem coligação)
Prefeito,PE,CHA DE ALEGRIA,PSB,40,MARINALDO MARIANO MASSENA,"3,311",Eleito,50.689,(sem coligação)
Prefeito,PE,BEZERROS,PFL,25,LUCAS CARNEIRO SOARES CARDOSO,"11,960",Eleito,49.567,(sem coligação)
Prefeito,PE,CORTES,PDT,12,MANOEL JOSE DA SILVA,"4,069",Eleito,53.539,(sem coligação)
Prefeito,PE,CUSTODIA,PSB,40,NEMIAS GONCALVES DE LIMA,"7,201",Eleito,49.4,(sem coligação)
Prefeito,PE,IPUBI,PSB,40,CLAUDIO ROCHA FILHO,"5,606",Eleito,58.893,(sem coligação)
Prefeito,PE,ITAPETIM,PSB,40,JOSE LOPES DA SILVA SOBRINHO,"3,967",Eleito,50.484,(sem coligação)
Prefeito,PE,GOIANA,PFL,25,OSVALDO RABELO FILHO,"8,942",Eleito,29.065,(sem coligação)
Prefeito,PE,IBIRAJUBA,PDT,12,JOSE ALBERTINO LOPES DA GAMA,"2,189",Eleito,51.049,(sem coligação)
Prefeito,PE,IGUARACI,PSB,40,RAFAEL SILVIO NUNES,"3,177",Eleito,53.449,(sem coligação)
Prefeito,PE,CUMARU,PFL,25,EDUARDO GONCALVES TABOSA JUNIOR,"5,218",Eleito,52.857,(sem coligação)
Prefeito,PE,ITACURUBA,PFL,25,ROMERO MAGALHAES LEDO,"2,201",Eleito,89.254,(sem coligação)
Prefeito,PE,GAMELEIRA,PDT,12,MARIA JOSE DOS SANTOS,"5,709",Eleito,63.873,(sem coligação)
Prefeito,PE,ITAPISSUMA,PSB,40,PAULO GERALDO XAVIER,"3,738",Eleito,40.38,(sem coligação)
Prefeito,PE,CONDADO,PPB,11,PAULO RMAOS DE MENEZES FILHO,"4,148",Eleito,38.989,(sem coligação)
Prefeito,PE,FREI MIGUELINHO,PDT,12,IVANILDO PEREIRA DE OLIVEIRA,"4,514",Eleito,56.172,(sem coligação)
Prefeito,PE,IATI,PFL,25,LUIZ TENORIO FALCAO,"4,763",Eleito,61.017,(sem coligação)
Prefeito,PE,ITAIBA,PPS,23,CLAUDIANO FERREIRA MARTINS,"5,850",Eleito,64.634,(sem coligação)
Prefeito,PE,IGARASSU,PSB,40,YVES RIBEIRO DE ALBUQUERQUE,"21,423",Eleito,67.075,(sem coligação)
Prefeito,PE,INAJA,PFL,25,JOSE PANTALEAO NETO,"2,812",Eleito,50.758,(sem coligação)
Prefeito,PE,DORMENTES,PFL,25,JOSE OLIMPIO RODRIGUES,"4,069",Eleito,52.844,(sem coligação)
Prefeito,PE,EXU,PFL,25,ANTONIO ZILCLECIO PINTO SARAIVA,"8,285",Eleito,54.959,(sem coligação)
Prefeito,PE,ESCADA,PSB,40,JOSE ALVES DA SILVA,"11,630",Eleito,47.535,(sem coligação)
Prefeito,PE,FEIRA NOVA,PFL,25,JOSE AGUIAR DA SILVA,"4,645",Eleito,45.809,(sem coligação)
Prefeito,PE,ITAMBE,PSB,40,JOSE FREDERICO CESAR CARRAZZONI,"7,033",Eleito,51.071,(sem coligação)
Prefeito,PE,IBIMIRIM,PTB,14,MARIO DE ALMEIDA LIMA,"4,406",Eleito,39.917,(sem coligação)
Prefeito,PE,INGAZEIRA,PFL,25,JOSE CARVALHO VERAS,"1,519",Eleito,59.105,(sem coligação)
Prefeito,PE,GRANITO,PSB,40,ANTONIO VALDIR GONCALVES,"2,281",Eleito,61.866,(sem coligação)
Prefeito,PE,ITAMARACA,PSDB,45,JOEL DE BARROS MONTEIRO JUNIOR,"3,595",Eleito,51.277,(sem coligação)
Prefeito,PE,CORRENTES,PSDB,45,NIVALDO LUCIO DE OLIVEIRA,"4,199",Eleito,56.189,(sem coligação)
Prefeito,PE,CUPIRA,PFL,25,JOSE JOAO INACIO,"5,602",Eleito,51.371,(sem coligação)
Prefeito,PE,FERREIROS,PMDB,15,BRUNO JAPHET DA MATTA ALBUQUERQUE,"3,172",Eleito,58.915,(sem coligação)
Prefeito,PE,PAULISTA,PSB,40,GERALDO PINHO ALVES,"41,376",Eleito,46.377,(sem coligação)
Prefeito,PE,PAUDALHO,PFL,25,RICARDO LUIS PESSOA RESENDE,"7,467",Eleito,40.29,(sem coligação)
Prefeito,PE,LAGOA DE ITAENGA,PSB,40,SEBASTIAO JOSE DOS SANTOS,"5,489",Eleito,51.041,(sem coligação)
Prefeito,PE,JATOBA,PDT,12,JOAO GOMES DE ARAUJO,"2,371",Eleito,48.796,(sem coligação)
Prefeito,PE,LIMOEIRO,PPB,11,LUIS HERACLIO DO REGO SOBRINHO,"11,995",Eleito,45.194,(sem coligação)
Prefeito,PE,MARAIAL,PSB,40,ANANIAS JOSE SANTOS NETO,"3,135",Eleito,51.724,(sem coligação)
Prefeito,PE,OROBO,PSB,40,JOSE FRANCISCO DA SILVA,"5,293",Eleito,55.32,(sem coligação)
Prefeito,PE,MORENO,PSB,40,EDVALDO RUFINO DE MELO E SILVA,"7,176",Eleito,35.62,(sem coligação)
Prefeito,PE,PALMARES,PSB,40,FRANCISCO DE ASSIS RODRIGUES DA SILVA,"15,637",Eleito,68.493,(sem coligação)
Prefeito,PE,FLORESTA,PSB,40,OSCAR FERRAZ FILHO,"7,138",Eleito,55.888,(sem coligação)
Prefeito,PE,PARANATAMA,PSB,40,ROBERVAL ROLDAO DE ARAUJO,"2,303",Eleito,37.847,(sem coligação)
Prefeito,PE,JUPI,PSB,40,FLORISVAL PROTASIO DA SILVA,"3,967",Eleito,57.269,(sem coligação)
Prefeito,PE,JOAO ALFREDO,PSB,40,SEBASTIAO MANOEL DOS SANTOS,"6,969",Eleito,51.849,(sem coligação)
Prefeito,PE,LAGOA GRANDE,PMDB,15,JORGE ROBERTO GARZIERA,"3,223",Eleito,40.007,(sem coligação)
Prefeito,PE,MACAPARANA,PFL,25,VALDECIRIO DE OLIVEIRA CAVALCANTI,"8,054",Eleito,64.847,(sem coligação)
Prefeito,PE,OROCO,PSB,40,JOAO BOSCO AMANDO BIONES,"3,417",Eleito,57.409,(sem coligação)
Prefeito,PE,PARNAMIRIM,PL,22,PLACIDO DE AQUINO ANGELIM,"5,081",Eleito,51.173,(sem coligação)
Prefeito,PE,PASSIRA,PMDB,15,MARIA APARECIDA LAURENTINO DA SILVA,"7,102",Eleito,51.204,(sem coligação)
Prefeito,PE,OURICURI,PSB,40,HORACIO DE MELO SOBRINHO,"10,075",Eleito,47.544,(sem coligação)
Prefeito,PE,JUCATI,PSB,40,GERSON HENRIQUE DE MELO,"2,230",Eleito,51.501,(sem coligação)
Prefeito,PE,JAQUEIRA,PFL,25,FERNANDO DO REGO BARROS,"2,154",Eleito,52.691,(sem coligação)
Prefeito,PE,LAGOA DO CARRO,PDT,12,MANUEL SEVERINO DA SILVA,"3,178",Eleito,49.104,(sem coligação)
Prefeito,PE,NAZARE DA MATA,PTB,14,JAIME CORREIA DE SOUZA,"8,635",Eleito,54.421,(sem coligação)
Prefeito,PE,MACHADOS,PSB,40,MANOEL CUSTODIO DE OLIVEIRA,"3,354",Eleito,64.389,(sem coligação)
Prefeito,PE,MIRANDIBA,PT,13,ANTONIO TORRES DE CARVALHO PIRES,"3,880",Eleito,53.275,(sem coligação)
Prefeito,PE,PALMEIRINA,PFL,25,CARLOS TAVARES BERNARDO,"2,255",Eleito,53.742,(sem coligação)
Prefeito,PE,JUREMA,PSB,40,ERLENE CASSIA LUCENA DE ARANDAS,"3,594",Eleito,55.446,(sem coligação)
Prefeito,PE,JATAUBA,PSB,40,PETRONIO FLAVIO DE QUEIROZ SIQUEIRA,"4,572",Eleito,69.462,(sem coligação)
Prefeito,PE,JOAQUIM NABUCO,PFL,25,MARCO ANTONIO BARRETO,"3,923",Eleito,48.432,(sem coligação)
Prefeito,PE,LAJEDO,PDT,12,ANTONIO JOAO DOURADO,"8,568",Eleito,50.924,(sem coligação)
Prefeito,PE,MANARI,PFL,25,JOSE VIEIRA PEREIRA,"2,424",Eleito,51.226,(sem coligação)
Prefeito,PE,MOREILANDIA,PSB,40,ANTONIO PRIMO DE QUEIROZ,"3,092",Eleito,54.542,(sem coligação)
Prefeito,PE,OLINDA,PMDB,15,MARIA JACILDA GODOI URQUIZA,"81,021",Eleito,53.283,(sem coligação)
Prefeito,PE,PANELAS,PDT,12,SERGIO BARRETO DE MIRANDA,"6,288",Eleito,52.668,(sem coligação)
Prefeito,PE,LAGOA DO OURO,PSDB,45,ALDEMAR JUNIOR MONTEIRO MARQUES,"5,053",Eleito,83.825,(sem coligação)
Prefeito,PE,SAIRE,PSB,40,VALDOMIRO MARINHO DE ARAUJO,"4,311",Eleito,52.439,(sem coligação)
Prefeito,PE,SANTA MARIA DA BOA VISTA,PFL,25,LEANDRO RODRIGUES DUARTE,"5,186",Eleito,41.074,(sem coligação)
Prefeito,PE,LAGOA DOS GATOS,PSB,40,LUIZ BATISTA DA SILVA,"4,059",Eleito,52.852,(sem coligação)
Prefeito,PE,QUIPAPA,PRTB,28,DJALMA CORREIA DE LIMA,"5,637",Eleito,61.332,(sem coligação)
Prefeito,PE,SAO CAETANO,PV,43,ESMERALDO JOSE DOS SANTOS,"5,976",Eleito,36.953,(sem coligação)
Prefeito,PE,PETROLINA,PFL,25,GUILHERME CRUZ DE SOUZA COELHO,"39,601",Eleito,50.986,(sem coligação)
Prefeito,PE,SAO JOSE DA COROA GRANDE,PSB,40,QUIRINO FABIO DE CARVALHO,"4,117",Eleito,61.11,(sem coligação)
Prefeito,PE,SALGADINHO,PSB,40,LUCIANO JOSE FERREIRA DA SILVA LIMA,"2,193",Eleito,52.818,(sem coligação)
Prefeito,PE,SANTA CRUZ,PFL,25,JOSE DE JESUS NUNES GUIMARAES,"3,107",Eleito,60.202,(sem coligação)
Prefeito,PE,SANTA CRUZ DA BAIXA VERDE,PDT,12,JOSE BEZERRA DOS SANTOS,"3,339",Eleito,58.548,(sem coligação)
Prefeito,PE,POMBOS,PSB,40,EUGENIO MAURICIO DE MELO,"6,604",Eleito,55.664,(sem coligação)
Prefeito,PE,QUIXABA,PSB,40,JOSE PEREIRA NUNES,"2,052",Eleito,52.928,(sem coligação)
Prefeito,PE,PETROLANDIA,PSB,40,FRANCISCO SIMOES DE LIMA,"7,504",Eleito,70.44,(sem coligação)
Prefeito,PE,SAO LOURENCO DA MATA,PSDB,45,ETTORE LABANCA,"18,346",Eleito,49.737,(sem coligação)
Prefeito,PE,RECIFE,PFL,25,ROBERTO MAGALHAES MELO,"317,625",Eleito,50.963,(sem coligação)
Prefeito,PE,RIACHO DAS ALMAS,PSB,40,DIOCLECIO ROSENDO DE LIMA,"6,205",Eleito,56.179,(sem coligação)
Prefeito,PE,RIO FORMOSO,PSB,40,JOSE PAULO DE ASSIS,"4,517",Eleito,46.842,(sem coligação)
Prefeito,PE,SALGUEIRO,PFL,25,PAULO AFONSO VALENCA SAMPAIO,"12,517",Eleito,55.909,(sem coligação)
Prefeito,PE,SANTA MARIA DO CAMBUCA,PSB,40,MARIO ALVES DE LIMA,"3,333",Eleito,55.375,(sem coligação)
Prefeito,PE,SALOA,PSB,40,RIVALDO ALVES DE SOUZA,"3,473",Eleito,50.436,(sem coligação)
Prefeito,PE,SANTA CRUZ DO CAPIBARIBE,PFL,25,ERNANDO SILVESTRE DA SILVA,"13,083",Eleito,52.192,(sem coligação)
Prefeito,PE,SANTA TEREZINHA,PFL,25,JOAO BATISTA MARTINS,"2,802",Eleito,55.071,(sem coligação)
Prefeito,PE,POCAO,PFL,25,EVERALDO CORDEIRO AGUIAR,"3,107",Eleito,49.585,(sem coligação)
Prefeito,PE,PEDRA,PSB,40,JOSE TENORIO VAZ,"5,887",Eleito,52.893,(sem coligação)
