ANO,MÊS,PARTIDO,SEXO,FAIXA ,FILIADOS
2018,4,PCDOB,NÃO INFORMADO,60 a 69 anos,77
2018,4,PCDOB,NÃO INFORMADO,70 a 79 anos,59
2018,4,PCDOB,NÃO INFORMADO,Superior a 79 anos,44
2018,4,PCDOB,Não informado (nulo),Não informada,887
2018,4,PCO,FEMININO,16 anos,1
2018,4,PCO,FEMININO,18 a 20 anos,31
2018,4,PCO,FEMININO,21 a 24 anos,28
2018,4,PCO,FEMININO,25 a 34 anos,168
2018,4,PCO,FEMININO,35 a 44 anos,391
2018,4,PCO,FEMININO,45 a 59 anos,505
2018,4,PCO,FEMININO,60 a 69 anos,229
2018,4,PCO,FEMININO,70 a 79 anos,82
2018,4,PCO,FEMININO,Superior a 79 anos,36
2018,4,PCO,MASCULINO,16 anos,2
2018,4,PCO,MASCULINO,17 anos,5
2018,4,PCO,MASCULINO,18 a 20 anos,50
2018,4,PCO,MASCULINO,21 a 24 anos,74
2018,4,PCO,MASCULINO,25 a 34 anos,333
2018,4,PCO,MASCULINO,35 a 44 anos,657
2018,4,PCO,MASCULINO,45 a 59 anos,757
2018,4,PCO,MASCULINO,60 a 69 anos,276
2018,4,PCO,MASCULINO,70 a 79 anos,88
2018,4,PCO,MASCULINO,Superior a 79 anos,28
2018,4,PCO,NÃO INFORMADO,45 a 59 anos,1
2018,4,PCO,NÃO INFORMADO,60 a 69 anos,1
2018,4,PDT,FEMININO,16 anos,10
2018,4,PDT,FEMININO,17 anos,60
2018,4,PDT,FEMININO,18 a 20 anos,"1,414"
2018,4,PDT,FEMININO,21 a 24 anos,"6,399"
2018,4,PDT,FEMININO,25 a 34 anos,"52,988"
2018,4,PDT,FEMININO,35 a 44 anos,"88,042"
2018,4,PDT,FEMININO,45 a 59 anos,"198,496"
2018,4,PDT,FEMININO,60 a 69 anos,"110,610"
2018,4,PDT,FEMININO,70 a 79 anos,"59,658"
2018,4,PDT,FEMININO,Inválida,6
2018,4,PDT,FEMININO,Superior a 79 anos,"39,642"
2018,4,PDT,MASCULINO,16 anos,3
2018,4,PDT,MASCULINO,17 anos,55
2018,4,PDT,MASCULINO,18 a 20 anos,"1,533"
2018,4,PDT,MASCULINO,21 a 24 anos,"7,265"
2018,4,PDT,MASCULINO,25 a 34 anos,"61,427"
2018,4,PDT,MASCULINO,35 a 44 anos,"109,474"
2018,4,PDT,MASCULINO,45 a 59 anos,"251,851"
2018,4,PDT,MASCULINO,60 a 69 anos,"141,513"
2018,4,PDT,MASCULINO,70 a 79 anos,"74,038"
2018,4,PDT,MASCULINO,Inválida,12
2018,4,PDT,MASCULINO,Superior a 79 anos,"49,477"
2018,4,PDT,NÃO INFORMADO,35 a 44 anos,6
2018,4,PDT,NÃO INFORMADO,45 a 59 anos,416
2018,4,PDT,NÃO INFORMADO,60 a 69 anos,387
2018,4,PDT,NÃO INFORMADO,70 a 79 anos,271
2018,4,PDT,NÃO INFORMADO,Superior a 79 anos,302
2018,4,PDT,Não informado (nulo),Não informada,"1,832"
2018,4,PHS,FEMININO,16 anos,1
2018,4,PHS,FEMININO,17 anos,20
2018,4,PHS,FEMININO,18 a 20 anos,"1,000"
2018,4,PHS,FEMININO,21 a 24 anos,"4,009"
2018,4,PHS,FEMININO,25 a 34 anos,"18,355"
2018,4,PHS,FEMININO,35 a 44 anos,"25,236"
2018,4,PHS,FEMININO,45 a 59 anos,"28,877"
2018,4,PHS,FEMININO,60 a 69 anos,"10,892"
2018,4,PHS,FEMININO,70 a 79 anos,"4,647"
2018,4,PHS,FEMININO,Inválida,2
2018,4,PHS,FEMININO,Superior a 79 anos,"1,802"
2018,4,PHS,MASCULINO,16 anos,1
2018,4,PHS,MASCULINO,17 anos,20
2018,4,PHS,MASCULINO,18 a 20 anos,"1,094"
2018,4,PHS,MASCULINO,21 a 24 anos,"4,525"
2018,4,PHS,MASCULINO,25 a 34 anos,"21,631"
2018,4,PHS,MASCULINO,35 a 44 anos,"31,837"
2018,4,PHS,MASCULINO,45 a 59 anos,"38,637"
2018,4,PHS,MASCULINO,60 a 69 anos,"14,271"
2018,4,PHS,MASCULINO,70 a 79 anos,"5,787"
2018,4,PHS,MASCULINO,Inválida,1
2018,4,PHS,MASCULINO,Superior a 79 anos,"2,183"
2018,4,PHS,NÃO INFORMADO,45 a 59 anos,46
2018,4,PHS,NÃO INFORMADO,60 a 69 anos,27
2018,4,PHS,NÃO INFORMADO,70 a 79 anos,23
2018,4,PHS,NÃO INFORMADO,Superior a 79 anos,9
2018,4,PHS,Não informado (nulo),Não informada,330
2018,4,PL,FEMININO,16 anos,2
2018,4,PL,FEMININO,17 anos,26
2018,4,PL,FEMININO,18 a 20 anos,849
2018,4,PL,FEMININO,21 a 24 anos,"3,754"
2018,4,PL,FEMININO,25 a 34 anos,"32,883"
2018,4,PL,FEMININO,35 a 44 anos,"69,610"
2018,4,PL,FEMININO,45 a 59 anos,"133,398"
2018,4,PL,FEMININO,60 a 69 anos,"62,880"
2018,4,PL,FEMININO,70 a 79 anos,"32,599"
2018,4,PL,FEMININO,Inválida,8
2018,4,PL,FEMININO,Superior a 79 anos,"18,874"
2018,4,PL,MASCULINO,16 anos,4
2018,4,PL,MASCULINO,17 anos,35
2018,4,PL,MASCULINO,18 a 20 anos,970
2018,4,PL,MASCULINO,21 a 24 anos,"4,534"
2018,4,PL,MASCULINO,25 a 34 anos,"39,898"
2018,4,PL,MASCULINO,35 a 44 anos,"87,483"
2018,4,PL,MASCULINO,45 a 59 anos,"164,932"
2018,4,PL,MASCULINO,60 a 69 anos,"78,422"
2018,4,PL,MASCULINO,70 a 79 anos,"40,609"
2018,4,PL,MASCULINO,Inválida,16
2018,4,PL,MASCULINO,Superior a 79 anos,"24,320"
2018,4,PL,NÃO INFORMADO,35 a 44 anos,6
2018,4,PL,NÃO INFORMADO,45 a 59 anos,295
2018,4,PL,NÃO INFORMADO,60 a 69 anos,218
2018,4,PL,NÃO INFORMADO,70 a 79 anos,156
2018,4,PL,NÃO INFORMADO,Superior a 79 anos,152
2018,4,PL,Não informado (nulo),Não informada,604
2018,4,PMB,FEMININO,16 anos,2
2018,4,PMB,FEMININO,17 anos,34
2018,4,PMB,FEMININO,18 a 20 anos,840
2018,4,PMB,FEMININO,21 a 24 anos,"2,062"
2018,4,PMB,FEMININO,25 a 34 anos,"5,679"
2018,4,PMB,FEMININO,35 a 44 anos,"6,020"
2018,4,PMB,FEMININO,45 a 59 anos,"6,450"
2018,4,PMB,FEMININO,60 a 69 anos,"1,803"
2018,4,PMB,FEMININO,70 a 79 anos,496
2018,4,PMB,FEMININO,Superior a 79 anos,92
2018,4,PMB,MASCULINO,16 anos,1
2018,4,PMB,MASCULINO,17 anos,12
2018,4,PMB,MASCULINO,18 a 20 anos,635
2018,4,PMB,MASCULINO,21 a 24 anos,"1,666"
2018,4,PMB,MASCULINO,25 a 34 anos,"4,375"
2018,4,PMB,MASCULINO,35 a 44 anos,"4,748"
2018,4,PMB,MASCULINO,45 a 59 anos,"5,409"
2018,4,PMB,MASCULINO,60 a 69 anos,"1,697"
2018,4,PMB,MASCULINO,70 a 79 anos,487
2018,4,PMB,MASCULINO,Superior a 79 anos,101
2018,4,PMB,NÃO INFORMADO,45 a 59 anos,9
2018,4,PMB,NÃO INFORMADO,60 a 69 anos,1
2018,4,PMB,NÃO INFORMADO,70 a 79 anos,5
2018,4,PMN,FEMININO,16 anos,4
2018,4,PMN,FEMININO,17 anos,21
2018,4,PMN,FEMININO,18 a 20 anos,413
2018,4,PMN,FEMININO,21 a 24 anos,"1,758"
2018,4,PMN,FEMININO,25 a 34 anos,"11,073"
2018,4,PMN,FEMININO,35 a 44 anos,"19,410"
2018,4,PMN,FEMININO,45 a 59 anos,"39,584"
2018,4,PMN,FEMININO,60 a 69 anos,"16,384"
2018,4,PMN,FEMININO,70 a 79 anos,"7,835"
2018,4,PMN,FEMININO,Inválida,2
2018,4,PMN,FEMININO,Superior a 79 anos,"3,666"
2018,4,PMN,MASCULINO,16 anos,1
2018,4,PMN,MASCULINO,17 anos,6
2018,4,PMN,MASCULINO,18 a 20 anos,504
2018,4,PMN,MASCULINO,21 a 24 anos,"1,970"
2018,4,PMN,MASCULINO,25 a 34 anos,"13,170"
2018,4,PMN,MASCULINO,35 a 44 anos,"25,222"
2018,4,PMN,MASCULINO,45 a 59 anos,"48,398"
2018,4,PMN,MASCULINO,60 a 69 anos,"19,124"
2018,4,PMN,MASCULINO,70 a 79 anos,"8,330"
2018,4,PMN,MASCULINO,Inválida,8
2018,4,PMN,MASCULINO,Superior a 79 anos,"4,107"
2018,4,PMN,NÃO INFORMADO,35 a 44 anos,1
2018,4,PMN,NÃO INFORMADO,45 a 59 anos,69
2018,4,PMN,NÃO INFORMADO,60 a 69 anos,67
2018,4,PMN,NÃO INFORMADO,70 a 79 anos,46
2018,4,PMN,NÃO INFORMADO,Superior a 79 anos,25
2018,4,PMN,Não informado (nulo),Não informada,152
2018,4,PODE,FEMININO,16 anos,3
2018,4,PODE,FEMININO,17 anos,26
2018,4,PODE,FEMININO,18 a 20 anos,591
2018,4,PODE,FEMININO,21 a 24 anos,"2,234"
2018,4,PODE,FEMININO,25 a 34 anos,"13,256"
2018,4,PODE,FEMININO,35 a 44 anos,"19,690"
2018,4,PODE,FEMININO,45 a 59 anos,"22,455"
2018,4,PODE,FEMININO,60 a 69 anos,"8,126"
2018,4,PODE,FEMININO,70 a 79 anos,"3,502"
2018,4,PODE,FEMININO,Inválida,1
2018,4,PODE,FEMININO,Superior a 79 anos,"1,392"
2018,4,PODE,MASCULINO,16 anos,4
2018,4,PODE,MASCULINO,17 anos,19
2018,4,PODE,MASCULINO,18 a 20 anos,659
2018,4,PODE,MASCULINO,21 a 24 anos,"2,632"
2018,4,PODE,MASCULINO,25 a 34 anos,"16,480"
2018,4,PODE,MASCULINO,35 a 44 anos,"26,107"
2018,4,PODE,MASCULINO,45 a 59 anos,"31,342"
2018,4,PODE,MASCULINO,60 a 69 anos,"11,539"
2018,4,PODE,MASCULINO,70 a 79 anos,"4,696"
2018,4,PODE,MASCULINO,Superior a 79 anos,"1,867"
2018,4,PODE,NÃO INFORMADO,45 a 59 anos,40
2018,4,PODE,NÃO INFORMADO,60 a 69 anos,31
2018,4,PODE,NÃO INFORMADO,70 a 79 anos,17
2018,4,PODE,NÃO INFORMADO,Superior a 79 anos,7
2018,4,PODE,Não informado (nulo),Não informada,361
2018,4,PP,FEMININO,16 anos,13
2018,4,PP,FEMININO,17 anos,62
2018,4,PP,FEMININO,18 a 20 anos,"1,618"
2018,4,PP,FEMININO,21 a 24 anos,"6,491"
2018,4,PP,FEMININO,25 a 34 anos,"45,121"
2018,4,PP,FEMININO,35 a 44 anos,"88,439"
2018,4,PP,FEMININO,45 a 59 anos,"216,932"
2018,4,PP,FEMININO,60 a 69 anos,"139,296"
2018,4,PP,FEMININO,70 a 79 anos,"82,680"
2018,4,PP,FEMININO,Inválida,7
2018,4,PP,FEMININO,Superior a 79 anos,"61,007"
2018,4,PP,MASCULINO,16 anos,15
2018,4,PP,MASCULINO,17 anos,67
2018,4,PP,MASCULINO,18 a 20 anos,"1,701"
2018,4,PP,MASCULINO,21 a 24 anos,"7,086"
2018,4,PP,MASCULINO,25 a 34 anos,"53,650"
2018,4,PP,MASCULINO,35 a 44 anos,"111,660"
2018,4,PP,MASCULINO,45 a 59 anos,"264,723"
2018,4,PP,MASCULINO,60 a 69 anos,"168,403"
2018,4,PP,MASCULINO,70 a 79 anos,"106,231"
2018,4,PP,MASCULINO,Inválida,13
2018,4,PP,MASCULINO,Superior a 79 anos,"86,326"
2018,4,PP,NÃO INFORMADO,35 a 44 anos,4
2018,4,PP,NÃO INFORMADO,45 a 59 anos,381
2018,4,PP,NÃO INFORMADO,60 a 69 anos,396
2018,4,PP,NÃO INFORMADO,70 a 79 anos,385
2018,4,PP,NÃO INFORMADO,Superior a 79 anos,504
2018,4,PP,Não informado (nulo),Não informada,"1,473"
2018,4,PPL,FEMININO,16 anos,1
2018,4,PPL,FEMININO,17 anos,10
2018,4,PPL,FEMININO,18 a 20 anos,298
2018,4,PPL,FEMININO,21 a 24 anos,"1,247"
2018,4,PPL,FEMININO,25 a 34 anos,"4,468"
2018,4,PPL,FEMININO,35 a 44 anos,"4,428"
2018,4,PPL,FEMININO,45 a 59 anos,"4,972"
2018,4,PPL,FEMININO,60 a 69 anos,"1,528"
2018,4,PPL,FEMININO,70 a 79 anos,469
2018,4,PPL,FEMININO,Superior a 79 anos,121
2018,4,PPL,MASCULINO,16 anos,1
2018,4,PPL,MASCULINO,17 anos,12
2018,4,PPL,MASCULINO,18 a 20 anos,321
2018,4,PPL,MASCULINO,21 a 24 anos,"1,418"
2018,4,PPL,MASCULINO,25 a 34 anos,"5,309"
2018,4,PPL,MASCULINO,35 a 44 anos,"5,816"
2018,4,PPL,MASCULINO,45 a 59 anos,"6,957"
2018,4,PPL,MASCULINO,60 a 69 anos,"2,250"
2018,4,PPL,MASCULINO,70 a 79 anos,660
2018,4,PPL,MASCULINO,Superior a 79 anos,131
2018,4,PPL,NÃO INFORMADO,45 a 59 anos,5
2018,4,PPL,NÃO INFORMADO,60 a 69 anos,1
2018,4,PPL,NÃO INFORMADO,70 a 79 anos,1
2018,4,PPL,NÃO INFORMADO,Superior a 79 anos,3
2018,4,PROS,FEMININO,16 anos,8
2018,4,PROS,FEMININO,17 anos,24
2018,4,PROS,FEMININO,18 a 20 anos,896
2018,4,PROS,FEMININO,21 a 24 anos,"3,533"
2018,4,PROS,FEMININO,25 a 34 anos,"10,163"
2018,4,PROS,FEMININO,35 a 44 anos,"10,365"
2018,4,PROS,FEMININO,45 a 59 anos,"10,463"
2018,4,PROS,FEMININO,60 a 69 anos,"2,899"
2018,4,PROS,FEMININO,70 a 79 anos,844
2018,4,PROS,FEMININO,Superior a 79 anos,187
2018,4,PROS,MASCULINO,16 anos,6
2018,4,PROS,MASCULINO,17 anos,32
2018,4,PROS,MASCULINO,18 a 20 anos,"1,040"
2018,4,PROS,MASCULINO,21 a 24 anos,"4,259"
2018,4,PROS,MASCULINO,25 a 34 anos,"13,702"
2018,4,PROS,MASCULINO,35 a 44 anos,"15,642"
2018,4,PROS,MASCULINO,45 a 59 anos,"17,158"
2018,4,PROS,MASCULINO,60 a 69 anos,"4,913"
2018,4,PROS,MASCULINO,70 a 79 anos,"1,324"
2018,4,PROS,MASCULINO,Superior a 79 anos,308
2018,4,PROS,NÃO INFORMADO,35 a 44 anos,1
2018,4,PROS,NÃO INFORMADO,45 a 59 anos,17
2018,4,PROS,NÃO INFORMADO,60 a 69 anos,2
2018,4,PROS,NÃO INFORMADO,70 a 79 anos,1
2018,4,PRP,FEMININO,16 anos,1
2018,4,PRP,FEMININO,17 anos,12
2018,4,PRP,FEMININO,18 a 20 anos,504
2018,4,PRP,FEMININO,21 a 24 anos,"2,467"
2018,4,PRP,FEMININO,25 a 34 anos,"14,352"
2018,4,PRP,FEMININO,35 a 44 anos,"24,155"
2018,4,PRP,FEMININO,45 a 59 anos,"40,595"
2018,4,PRP,FEMININO,60 a 69 anos,"17,321"
2018,4,PRP,FEMININO,70 a 79 anos,"8,476"
2018,4,PRP,FEMININO,Inválida,2
2018,4,PRP,FEMININO,Superior a 79 anos,"4,465"
2018,4,PRP,MASCULINO,16 anos,2
2018,4,PRP,MASCULINO,17 anos,7
2018,4,PRP,MASCULINO,18 a 20 anos,559
2018,4,PRP,MASCULINO,21 a 24 anos,"2,627"
2018,4,PRP,MASCULINO,25 a 34 anos,"16,620"
2018,4,PRP,MASCULINO,35 a 44 anos,"30,771"
2018,4,PRP,MASCULINO,45 a 59 anos,"50,778"
2018,4,PRP,MASCULINO,60 a 69 anos,"21,008"
2018,4,PRP,MASCULINO,70 a 79 anos,"10,070"
2018,4,PRP,MASCULINO,Inválida,3
2018,4,PRP,MASCULINO,Superior a 79 anos,"5,529"
2018,4,PRP,NÃO INFORMADO,45 a 59 anos,83
2018,4,PRP,NÃO INFORMADO,60 a 69 anos,64
2018,4,PRP,NÃO INFORMADO,70 a 79 anos,49
2018,4,PRP,NÃO INFORMADO,Superior a 79 anos,35
2018,4,PRP,Não informado (nulo),Não informada,405
2018,4,PRTB,FEMININO,16 anos,1
2018,4,PRTB,FEMININO,17 anos,8
2018,4,PRTB,FEMININO,18 a 20 anos,336
2018,4,PRTB,FEMININO,21 a 24 anos,"1,509"
2018,4,PRTB,FEMININO,25 a 34 anos,"10,436"
2018,4,PRTB,FEMININO,35 a 44 anos,"16,871"
2018,4,PRTB,FEMININO,45 a 59 anos,"19,249"
2018,4,PRTB,FEMININO,60 a 69 anos,"7,362"
2018,4,PRTB,FEMININO,70 a 79 anos,"3,077"
2018,4,PRTB,FEMININO,Inválida,1
2018,4,PRTB,FEMININO,Superior a 79 anos,"1,311"
2018,4,PRTB,MASCULINO,16 anos,1
2018,4,PRTB,MASCULINO,17 anos,10
2018,4,PRTB,MASCULINO,18 a 20 anos,388
2018,4,PRTB,MASCULINO,21 a 24 anos,"1,719"
2018,4,PRTB,MASCULINO,25 a 34 anos,"12,381"
2018,4,PRTB,MASCULINO,35 a 44 anos,"21,586"
2018,4,PRTB,MASCULINO,45 a 59 anos,"25,998"
2018,4,PRTB,MASCULINO,60 a 69 anos,"10,143"
2018,4,PRTB,MASCULINO,70 a 79 anos,"4,234"
2018,4,PRTB,MASCULINO,Superior a 79 anos,"1,874"
2018,4,PRTB,NÃO INFORMADO,45 a 59 anos,28
2018,4,PRTB,NÃO INFORMADO,60 a 69 anos,21
2018,4,PRTB,NÃO INFORMADO,70 a 79 anos,10
2018,4,PRTB,NÃO INFORMADO,Superior a 79 anos,11
2018,4,PRTB,Não informado (nulo),Não informada,332
2018,4,PSB,FEMININO,16 anos,4
2018,4,PSB,FEMININO,17 anos,67
2018,4,PSB,FEMININO,18 a 20 anos,"1,471"
2018,4,PSB,FEMININO,21 a 24 anos,"5,755"
2018,4,PSB,FEMININO,25 a 34 anos,"41,843"
2018,4,PSB,FEMININO,35 a 44 anos,"65,901"
2018,4,PSB,FEMININO,45 a 59 anos,"98,307"
2018,4,PSB,FEMININO,60 a 69 anos,"41,612"
2018,4,PSB,FEMININO,70 a 79 anos,"18,806"
2018,4,PSB,FEMININO,Inválida,7
2018,4,PSB,FEMININO,Superior a 79 anos,"9,214"
2018,4,PSB,MASCULINO,16 anos,10
2018,4,PSB,MASCULINO,17 anos,72
2018,4,PSB,MASCULINO,18 a 20 anos,"1,665"
2018,4,PSB,MASCULINO,21 a 24 anos,"7,002"
2018,4,PSB,MASCULINO,25 a 34 anos,"51,405"
2018,4,PSB,MASCULINO,35 a 44 anos,"86,905"
2018,4,PSB,MASCULINO,45 a 59 anos,"131,647"
2018,4,PSB,MASCULINO,60 a 69 anos,"56,306"
2018,4,PSB,MASCULINO,70 a 79 anos,"25,087"
2018,4,PSB,MASCULINO,Inválida,7
2018,4,PSB,MASCULINO,Superior a 79 anos,"11,728"
2018,4,PSB,NÃO INFORMADO,35 a 44 anos,1
2018,4,PSB,NÃO INFORMADO,45 a 59 anos,201
2018,4,PSB,NÃO INFORMADO,60 a 69 anos,130
2018,4,PSB,NÃO INFORMADO,70 a 79 anos,84
2018,4,PSB,NÃO INFORMADO,Superior a 79 anos,56
2018,4,PSB,Não informado (nulo),Não informada,"1,294"
2018,4,PSC,FEMININO,16 anos,3
2018,4,PSC,FEMININO,17 anos,19
2018,4,PSC,FEMININO,18 a 20 anos,897
2018,4,PSC,FEMININO,21 a 24 anos,"4,211"
2018,4,PSC,FEMININO,25 a 34 anos,"27,931"
2018,4,PSC,FEMININO,35 a 44 anos,"41,467"
2018,4,PSC,FEMININO,45 a 59 anos,"64,841"
2018,4,PSC,FEMININO,60 a 69 anos,"26,792"
2018,4,PSC,FEMININO,70 a 79 anos,"13,156"
2018,4,PSC,FEMININO,Inválida,4
2018,4,PSC,FEMININO,Superior a 79 anos,"6,836"
2018,4,PSC,MASCULINO,16 anos,3
2018,4,PSC,MASCULINO,17 anos,33
2018,4,PSC,MASCULINO,18 a 20 anos,"1,118"
2018,4,PSC,MASCULINO,21 a 24 anos,"4,800"
2018,4,PSC,MASCULINO,25 a 34 anos,"33,407"
2018,4,PSC,MASCULINO,35 a 44 anos,"53,966"
2018,4,PSC,MASCULINO,45 a 59 anos,"84,645"
2018,4,PSC,MASCULINO,60 a 69 anos,"34,057"
2018,4,PSC,MASCULINO,70 a 79 anos,"15,958"
2018,4,PSC,MASCULINO,Inválida,3
2018,4,PSC,MASCULINO,Superior a 79 anos,"8,434"
2018,4,PSC,NÃO INFORMADO,35 a 44 anos,1
2018,4,PSC,NÃO INFORMADO,45 a 59 anos,111
2018,4,PSC,NÃO INFORMADO,60 a 69 anos,87
2018,4,PSC,NÃO INFORMADO,70 a 79 anos,69
2018,4,PSC,NÃO INFORMADO,Superior a 79 anos,66
2018,4,PSC,Não informado (nulo),Não informada,537
2018,4,PSD,FEMININO,16 anos,5
2018,4,PSD,FEMININO,17 anos,50
2018,4,PSD,FEMININO,18 a 20 anos,"1,659"
2018,4,PSD,FEMININO,21 a 24 anos,"7,648"
2018,4,PSD,FEMININO,25 a 34 anos,"32,646"
2018,4,PSD,FEMININO,35 a 44 anos,"34,695"
2018,4,PSD,FEMININO,45 a 59 anos,"40,058"
2018,4,PSD,FEMININO,60 a 69 anos,"12,763"
2018,4,PSD,FEMININO,70 a 79 anos,"4,339"
2018,4,PSD,FEMININO,Inválida,9
2018,4,PSD,FEMININO,Superior a 79 anos,"1,030"
2018,4,PSD,MASCULINO,16 anos,6
2018,4,PSD,MASCULINO,17 anos,66
2018,4,PSD,MASCULINO,18 a 20 anos,"1,869"
2018,4,PSD,MASCULINO,21 a 24 anos,"9,080"
2018,4,PSD,MASCULINO,25 a 34 anos,"40,040"
2018,4,PSD,MASCULINO,35 a 44 anos,"47,699"
2018,4,PSD,MASCULINO,45 a 59 anos,"60,967"
2018,4,PSD,MASCULINO,60 a 69 anos,"22,207"
2018,4,PSD,MASCULINO,70 a 79 anos,"7,800"
2018,4,PSD,MASCULINO,Inválida,2
2018,4,PSD,MASCULINO,Superior a 79 anos,"1,725"
2018,4,PSD,NÃO INFORMADO,35 a 44 anos,1
2018,4,PSD,NÃO INFORMADO,45 a 59 anos,54
2018,4,PSD,NÃO INFORMADO,60 a 69 anos,28
2018,4,PSD,NÃO INFORMADO,70 a 79 anos,13
2018,4,PSD,NÃO INFORMADO,Superior a 79 anos,2
2018,4,PSDB,FEMININO,16 anos,17
2018,4,PSDB,FEMININO,17 anos,92
2018,4,PSDB,FEMININO,18 a 20 anos,"2,189"
2018,4,PSDB,FEMININO,21 a 24 anos,"9,965"
2018,4,PSDB,FEMININO,25 a 34 anos,"70,205"
2018,4,PSDB,FEMININO,35 a 44 anos,"132,927"
2018,4,PSDB,FEMININO,45 a 59 anos,"241,563"
2018,4,PSDB,FEMININO,60 a 69 anos,"110,313"
2018,4,PSDB,FEMININO,70 a 79 anos,"54,451"
2018,4,PSDB,FEMININO,Inválida,15
2018,4,PSDB,FEMININO,Superior a 79 anos,"28,632"
2018,4,PSDB,MASCULINO,16 anos,17
2018,4,PSDB,MASCULINO,17 anos,121
2018,4,PSDB,MASCULINO,18 a 20 anos,"3,088"
2018,4,PSDB,MASCULINO,21 a 24 anos,"13,284"
2018,4,PSDB,MASCULINO,25 a 34 anos,"87,605"
2018,4,PSDB,MASCULINO,35 a 44 anos,"161,372"
2018,4,PSDB,MASCULINO,45 a 59 anos,"291,111"
2018,4,PSDB,MASCULINO,60 a 69 anos,"139,389"
2018,4,PSDB,MASCULINO,70 a 79 anos,"71,453"
2018,4,PSDB,MASCULINO,Inválida,19
2018,4,PSDB,MASCULINO,Superior a 79 anos,"38,623"
2018,4,PSDB,NÃO INFORMADO,35 a 44 anos,6
2018,4,PSDB,NÃO INFORMADO,45 a 59 anos,408
2018,4,PSDB,NÃO INFORMADO,60 a 69 anos,292
2018,4,PSDB,NÃO INFORMADO,70 a 79 anos,231
2018,4,PSDB,NÃO INFORMADO,Superior a 79 anos,208
2018,4,PSDB,Não informado (nulo),Não informada,"3,768"
2018,4,PSL,FEMININO,16 anos,3
2018,4,PSL,FEMININO,17 anos,18
2018,4,PSL,FEMININO,18 a 20 anos,497
2018,4,PSL,FEMININO,21 a 24 anos,"2,154"
2018,4,PSL,FEMININO,25 a 34 anos,"14,891"
2018,4,PSL,FEMININO,35 a 44 anos,"26,499"
2018,4,PSL,FEMININO,45 a 59 anos,"33,918"
2018,4,PSL,FEMININO,60 a 69 anos,"13,184"
2018,4,PSL,FEMININO,70 a 79 anos,"6,176"
2018,4,PSL,FEMININO,Inválida,3
2018,4,PSL,FEMININO,Superior a 79 anos,"2,871"
2018,4,PSL,MASCULINO,16 anos,26
2018,4,PSL,MASCULINO,17 anos,86
2018,4,PSL,MASCULINO,18 a 20 anos,"1,245"
2018,4,PSL,MASCULINO,21 a 24 anos,"3,828"
2018,4,PSL,MASCULINO,25 a 34 anos,"21,780"
2018,4,PSL,MASCULINO,35 a 44 anos,"37,107"
2018,4,PSL,MASCULINO,45 a 59 anos,"46,685"
2018,4,PSL,MASCULINO,60 a 69 anos,"17,920"
2018,4,PSL,MASCULINO,70 a 79 anos,"7,960"
2018,4,PSL,MASCULINO,Inválida,8
2018,4,PSL,MASCULINO,Superior a 79 anos,"3,796"
2018,4,PSL,NÃO INFORMADO,35 a 44 anos,1
2018,4,PSL,NÃO INFORMADO,45 a 59 anos,80
2018,4,PSL,NÃO INFORMADO,60 a 69 anos,41
2018,4,PSL,NÃO INFORMADO,70 a 79 anos,30
2018,4,PSL,NÃO INFORMADO,Superior a 79 anos,36
2018,4,PSL,Não informado (nulo),Não informada,670
2018,4,PSOL,FEMININO,16 anos,2
2018,4,PSOL,FEMININO,17 anos,53
2018,4,PSOL,FEMININO,18 a 20 anos,"1,456"
2018,4,PSOL,FEMININO,21 a 24 anos,"5,205"
2018,4,PSOL,FEMININO,25 a 34 anos,"18,527"
2018,4,PSOL,FEMININO,35 a 44 anos,"16,830"
2018,4,PSOL,FEMININO,45 a 59 anos,"17,486"
2018,4,PSOL,FEMININO,60 a 69 anos,"5,562"
2018,4,PSOL,FEMININO,70 a 79 anos,"1,867"
2018,4,PSOL,FEMININO,Inválida,2
2018,4,PSOL,FEMININO,Superior a 79 anos,460
2018,4,PSOL,MASCULINO,16 anos,3
2018,4,PSOL,MASCULINO,17 anos,56
2018,4,PSOL,MASCULINO,18 a 20 anos,"1,474"
2018,4,PSOL,MASCULINO,21 a 24 anos,"5,626"
2018,4,PSOL,MASCULINO,25 a 34 anos,"22,684"
2018,4,PSOL,MASCULINO,35 a 44 anos,"21,030"
2018,4,PSOL,MASCULINO,45 a 59 anos,"21,736"
2018,4,PSOL,MASCULINO,60 a 69 anos,"7,056"
2018,4,PSOL,MASCULINO,70 a 79 anos,"2,218"
2018,4,PSOL,MASCULINO,Inválida,2
2018,4,PSOL,MASCULINO,Superior a 79 anos,569
2018,4,PSOL,NÃO INFORMADO,35 a 44 anos,2
2018,4,PSOL,NÃO INFORMADO,45 a 59 anos,15
2018,4,PSOL,NÃO INFORMADO,60 a 69 anos,15
2018,4,PSOL,NÃO INFORMADO,70 a 79 anos,2
2018,4,PSOL,NÃO INFORMADO,Superior a 79 anos,2
2018,4,PSOL,Não informado (nulo),Não informada,46
2018,4,PSTU,FEMININO,18 a 20 anos,11
2018,4,PSTU,FEMININO,21 a 24 anos,180
2018,4,PSTU,FEMININO,25 a 34 anos,946
2018,4,PSTU,FEMININO,35 a 44 anos,"1,683"
2018,4,PSTU,FEMININO,45 a 59 anos,"3,003"
2018,4,PSTU,FEMININO,60 a 69 anos,"1,139"
